"BULAN"|"WITEL"|"STO"|"STATUS_LOSS"|"TOTAL"|"PLEVEL1"|"PLEVEL2"|"JUMLAH"|"SUBTOTAL"
"202209"|BEKASI|KRA|Churn APS|0|ARPU_KW2|"300K s/d 500K"|28|0
"202209"|BEKASI|KRA|Churn APS|0|ARPU_KW2|"500K s/d 700K"|2|0
"202209"|BEKASI|KRA|Churn APS|0|ARPU_KW2|< 300K|30|0
"202209"|BEKASI|KRA|Churn APS|0|ARPU_KW2|<1000K|2|0
"202209"|BEKASI|KRA|Churn APS|0|ARPU_KW2|<10K|3|0
"202209"|BEKASI|KRA|Churn APS|0|ARPU_KW2|<150K|25|0
"202209"|BEKASI|KRA|Churn APS|0|ARPU_KW2|<250K|12|0
"202209"|BEKASI|KRA|Churn APS|0|ARPU_KW2|<500K|6|0
"202209"|BEKASI|KRA|Churn APS|0|ARPU_KW2|>= 700K|1|0
"202209"|BEKASI|KRA|New CT0|0|ARPU_KW2|UNKNOWN|1|0
"202209"|BEKASI|KRA|New CT0|0|ARPU_KW2|"300K s/d 500K"|77|0
"202209"|BEKASI|KRA|New CT0|0|ARPU_KW2|"500K s/d 700K"|9|0
"202209"|BEKASI|KRA|New CT0|0|ARPU_KW2|< 300K|98|0
"202209"|BEKASI|KRA|New CT0|0|ARPU_KW2|>= 700K|3|0
"202209"|BEKASI|KRA|New CT0 1|0|ARPU_KW2|"300K s/d 500K"|4|0
"202209"|BEKASI|KRA|New CT0 1|0|ARPU_KW2|< 300K|1|0
"202209"|BEKASI|LMA|Churn APS|0|ARPU_KW2|"300K s/d 500K"|6|0
"202209"|BEKASI|LMA|Churn APS|0|ARPU_KW2|< 300K|1|0
"202209"|BEKASI|LMA|Churn APS|0|ARPU_KW2|<150K|1|0
"202209"|BEKASI|LMA|Churn APS|0|ARPU_KW2|<250K|1|0
"202209"|BEKASI|LMA|New CT0|0|ARPU_KW2|"300K s/d 500K"|14|0
"202209"|BEKASI|LMA|New CT0|0|ARPU_KW2|"500K s/d 700K"|1|0
"202209"|BEKASI|LMA|New CT0|0|ARPU_KW2|< 300K|9|0
"202209"|BEKASI|MGB|New CT0|0|ARPU_KW2|"300K s/d 500K"|1|0
"202209"|BEKASI|MGB|New CT0|0|ARPU_KW2|< 300K|3|0
"202209"|BEKASI|PBY|Churn APS|0|ARPU_KW2|<150K|1|0
"202209"|BEKASI|PBY|New CT0|0|ARPU_KW2|"300K s/d 500K"|7|0
"202209"|BEKASI|PBY|New CT0|0|ARPU_KW2|"500K s/d 700K"|1|0
"202209"|BEKASI|PBY|New CT0|0|ARPU_KW2|< 300K|7|0
"202209"|BEKASI|PBY|New CT0 1|0|ARPU_KW2|"300K s/d 500K"|1|0
"202209"|BEKASI|PDE|Churn APS|0|ARPU_KW2|UNKNOWN|4|0
"202209"|BEKASI|PDE|Churn APS|0|ARPU_KW2|"300K s/d 500K"|40|0
"202209"|BEKASI|PDE|Churn APS|0|ARPU_KW2|"500K s/d 700K"|7|0
"202209"|BEKASI|PDE|Churn APS|0|ARPU_KW2|< 300K|26|0
"202209"|BEKASI|PDE|Churn APS|0|ARPU_KW2|<10K|9|0
"202209"|BEKASI|PDE|Churn APS|0|ARPU_KW2|<150K|38|0
"202209"|BEKASI|PDE|Churn APS|0|ARPU_KW2|<250K|14|0
"202209"|BEKASI|PDE|Churn APS|0|ARPU_KW2|<500K|11|0
"202209"|BEKASI|PDE|New CT0|0|ARPU_KW2|"300K s/d 500K"|122|0
"202209"|BEKASI|PDE|New CT0|0|ARPU_KW2|"500K s/d 700K"|16|0
"202209"|BEKASI|PDE|New CT0|0|ARPU_KW2|< 300K|219|0
"202209"|BEKASI|PDE|New CT0|0|ARPU_KW2|>= 700K|1|0
"202209"|BEKASI|PDE|New CT0 1|0|ARPU_KW2|< 300K|9|0
"202209"|BEKASI|PKY|Churn APS|0|ARPU_KW2|UNKNOWN|5|0
"202209"|BEKASI|PKY|Churn APS|0|ARPU_KW2|"300K s/d 500K"|65|0
"202209"|BEKASI|PKY|Churn APS|0|ARPU_KW2|"500K s/d 700K"|5|0
"202209"|BEKASI|PKY|Churn APS|0|ARPU_KW2|< 300K|41|0
"202209"|BEKASI|PKY|Churn APS|0|ARPU_KW2|<10K|7|0
"202209"|BEKASI|PKY|Churn APS|0|ARPU_KW2|<150K|31|0
"202209"|BEKASI|PKY|Churn APS|0|ARPU_KW2|<250K|23|0
"202209"|BEKASI|PKY|Churn APS|0|ARPU_KW2|<500K|16|0
"202209"|BEKASI|PKY|Churn APS|0|ARPU_KW2|>= 700K|2|0
"202209"|BEKASI|PKY|New CT0|0|ARPU_KW2|UNKNOWN|1|0
"202209"|BEKASI|PKY|New CT0|0|ARPU_KW2|"300K s/d 500K"|158|0
"202209"|BEKASI|PKY|New CT0|0|ARPU_KW2|"500K s/d 700K"|9|0
"202209"|BEKASI|PKY|New CT0|0|ARPU_KW2|< 300K|210|0
"202209"|BEKASI|PKY|New CT0|0|ARPU_KW2|>= 700K|3|0
"202209"|BEKASI|PKY|New CT0 1|0|ARPU_KW2|"300K s/d 500K"|1|0
"202209"|BEKASI|PKY|New CT0 1|0|ARPU_KW2|< 300K|5|0
"202209"|BEKASI|SMH|Churn APS|0|ARPU_KW2|"300K s/d 500K"|1|0
"202209"|BEKASI|SMH|Churn APS|0|ARPU_KW2|"500K s/d 700K"|1|0
"202209"|BEKASI|SMH|Churn APS|0|ARPU_KW2|< 300K|3|0
"202209"|BEKASI|SMH|Churn APS|0|ARPU_KW2|<150K|3|0
"202209"|BEKASI|SMH|Churn APS|0|ARPU_KW2|<250K|3|0
"202209"|BEKASI|SMH|New CT0|0|ARPU_KW2|"300K s/d 500K"|10|0
"202209"|BEKASI|SMH|New CT0|0|ARPU_KW2|"500K s/d 700K"|3|0
"202209"|BEKASI|SMH|New CT0|0|ARPU_KW2|< 300K|2|0
"202209"|BEKASI|SMH|New CT0 1|0|ARPU_KW2|"300K s/d 500K"|1|0
"202209"|BEKASI|STN|Churn APS|0|ARPU_KW2|"300K s/d 500K"|2|0
"202209"|BEKASI|STN|Churn APS|0|ARPU_KW2|<500K|1|0
"202209"|BEKASI|STN|New CT0|0|ARPU_KW2|"300K s/d 500K"|13|0
"202209"|BEKASI|STN|New CT0|0|ARPU_KW2|"500K s/d 700K"|1|0
"202209"|BEKASI|STN|New CT0|0|ARPU_KW2|< 300K|14|0
"202209"|BEKASI|STN|New CT0|0|ARPU_KW2|>= 700K|1|0
"202209"|BEKASI|SUE|Churn APS|0|ARPU_KW2|"300K s/d 500K"|2|0
"202209"|BEKASI|SUE|Churn APS|0|ARPU_KW2|"500K s/d 700K"|1|0
"202209"|BEKASI|SUE|Churn APS|0|ARPU_KW2|< 300K|1|0
"202209"|BEKASI|SUE|Churn APS|0|ARPU_KW2|<1000K|1|0
"202209"|BEKASI|SUE|Churn APS|0|ARPU_KW2|<150K|1|0
"202209"|BEKASI|SUE|Churn APS|0|ARPU_KW2|<250K|3|0
"202209"|BEKASI|SUE|Churn APS|0|ARPU_KW2|<500K|1|0
"202209"|BEKASI|SUE|Churn APS|0|ARPU_KW2|>1000K|1|0
"202209"|BEKASI|SUE|New CT0|0|ARPU_KW2|"300K s/d 500K"|18|0
"202209"|BEKASI|SUE|New CT0|0|ARPU_KW2|< 300K|5|0
"202209"|BEKASI|SUE|New CT0|0|ARPU_KW2|>= 700K|3|0
"202209"|BEKASI|SUE|New CT0 1|0|ARPU_KW2|< 300K|1|0
"202209"|BEKASI|TAR|Churn APS|0|ARPU_KW2|"300K s/d 500K"|7|0
"202209"|BEKASI|TAR|Churn APS|0|ARPU_KW2|< 300K|6|0
"202209"|BEKASI|TAR|Churn APS|0|ARPU_KW2|<1000K|1|0
"202209"|BEKASI|TAR|Churn APS|0|ARPU_KW2|<150K|11|0
"202209"|BEKASI|TAR|Churn APS|0|ARPU_KW2|<250K|3|0
"202209"|BEKASI|TAR|Churn APS|0|ARPU_KW2|<500K|1|0
"202209"|BEKASI|TAR|New CT0|0|ARPU_KW2|"300K s/d 500K"|43|0
"202209"|BEKASI|TAR|New CT0|0|ARPU_KW2|"500K s/d 700K"|4|0
"202209"|BEKASI|TAR|New CT0|0|ARPU_KW2|< 300K|56|0
"202209"|BEKASI|TAR|New CT0|0|ARPU_KW2|>= 700K|4|0
"202209"|BEKASI|TBL|New CT0|0|ARPU_KW2|"300K s/d 500K"|1|0
"202209"|BEKASI|TBL|New CT0|0|ARPU_KW2|"500K s/d 700K"|1|0
"202209"|BEKASI|TBL|New CT0|0|ARPU_KW2|< 300K|2|0
"202209"|BOGOR|BJD|Churn APS|0|ARPU_KW2|"300K s/d 500K"|15|0
"202209"|BOGOR|BJD|Churn APS|0|ARPU_KW2|"500K s/d 700K"|3|0
"202209"|BOGOR|BJD|Churn APS|0|ARPU_KW2|< 300K|5|0
"202209"|BOGOR|BJD|Churn APS|0|ARPU_KW2|<1000K|1|0
"202209"|BOGOR|BJD|Churn APS|0|ARPU_KW2|<10K|1|0
"202209"|BOGOR|BJD|Churn APS|0|ARPU_KW2|<150K|13|0
"202209"|BOGOR|BJD|Churn APS|0|ARPU_KW2|<250K|12|0
"202209"|BOGOR|BJD|Churn APS|0|ARPU_KW2|<500K|1|0
"202209"|BOGOR|BJD|Churn APS|0|ARPU_KW2|>= 700K|1|0
"202209"|BOGOR|BJD|New CT0|0|ARPU_KW2|"300K s/d 500K"|92|0
"202209"|BOGOR|BJD|New CT0|0|ARPU_KW2|"500K s/d 700K"|6|0
"202209"|BOGOR|BJD|New CT0|0|ARPU_KW2|< 300K|53|0
"202209"|BOGOR|BJD|New CT0|0|ARPU_KW2|>= 700K|1|0
"202209"|BOGOR|BJD|New CT0 1|0|ARPU_KW2|"300K s/d 500K"|2|0
"202209"|BOGOR|BOO|Churn APS|0|ARPU_KW2|"300K s/d 500K"|31|0
"202209"|BOGOR|BOO|Churn APS|0|ARPU_KW2|"500K s/d 700K"|5|0
"202209"|BOGOR|BOO|Churn APS|0|ARPU_KW2|< 300K|18|0
"202209"|BOGOR|BOO|Churn APS|0|ARPU_KW2|<1000K|1|0
"202209"|BOGOR|BOO|Churn APS|0|ARPU_KW2|<150K|55|0
"202209"|BOGOR|BOO|Churn APS|0|ARPU_KW2|<250K|15|0
"202209"|BOGOR|BOO|Churn APS|0|ARPU_KW2|<500K|9|0
"202209"|BOGOR|BOO|Churn APS|0|ARPU_KW2|>= 700K|1|0
"202209"|BOGOR|BOO|New CT0|0|ARPU_KW2|"300K s/d 500K"|142|0
"202209"|BOGOR|BOO|New CT0|0|ARPU_KW2|"500K s/d 700K"|8|0
"202209"|BOGOR|BOO|New CT0|0|ARPU_KW2|< 300K|70|0
"202209"|BOGOR|BOO|New CT0|0|ARPU_KW2|>= 700K|4|0
"202209"|BOGOR|BOO|New CT0 1|0|ARPU_KW2|"300K s/d 500K"|6|0
"202209"|BOGOR|BOO|New CT0 1|0|ARPU_KW2|< 300K|2|0
"202209"|BOGOR|CAU|New CT0|0|ARPU_KW2|"300K s/d 500K"|18|0
"202209"|BOGOR|CAU|New CT0|0|ARPU_KW2|"500K s/d 700K"|2|0
"202209"|BOGOR|CAU|New CT0|0|ARPU_KW2|< 300K|5|0
"202209"|BOGOR|CBI|Churn APS|0|ARPU_KW2|UNKNOWN|1|0
"202209"|BOGOR|CBI|Churn APS|0|ARPU_KW2|"300K s/d 500K"|14|0
"202209"|BOGOR|CBI|Churn APS|0|ARPU_KW2|"500K s/d 700K"|1|0
"202209"|BOGOR|CBI|Churn APS|0|ARPU_KW2|< 300K|9|0
"202209"|BOGOR|CBI|Churn APS|0|ARPU_KW2|<10K|2|0
"202209"|BOGOR|CBI|Churn APS|0|ARPU_KW2|<150K|30|0
"202209"|BOGOR|CBI|Churn APS|0|ARPU_KW2|<250K|16|0
"202209"|BOGOR|CBI|Churn APS|0|ARPU_KW2|<500K|7|0
"202209"|BOGOR|CBI|New CT0|0|ARPU_KW2|"300K s/d 500K"|130|0
"202209"|BOGOR|CBI|New CT0|0|ARPU_KW2|"500K s/d 700K"|11|0
"202209"|BOGOR|CBI|New CT0|0|ARPU_KW2|< 300K|57|0
"202209"|BOGOR|CBI|New CT0|0|ARPU_KW2|>= 700K|6|0
"202209"|BOGOR|CBI|New CT0 1|0|ARPU_KW2|"300K s/d 500K"|2|0
"202209"|BOGOR|CGD|New CT0|0|ARPU_KW2|"300K s/d 500K"|11|0
"202209"|BOGOR|CGD|New CT0|0|ARPU_KW2|< 300K|3|0
"202209"|BOGOR|CJU|Churn APS|0|ARPU_KW2|"300K s/d 500K"|1|0
"202209"|BOGOR|CJU|Churn APS|0|ARPU_KW2|< 300K|1|0
"202209"|BOGOR|CJU|Churn APS|0|ARPU_KW2|<10K|1|0
"202209"|BOGOR|CJU|Churn APS|0|ARPU_KW2|<150K|2|0
"202209"|BOGOR|CJU|Churn APS|0|ARPU_KW2|<250K|1|0
"202209"|BOGOR|CJU|Churn APS|0|ARPU_KW2|<500K|1|0
"202209"|BOGOR|CJU|New CT0|0|ARPU_KW2|"300K s/d 500K"|22|0
"202209"|BOGOR|CJU|New CT0|0|ARPU_KW2|"500K s/d 700K"|1|0
"202209"|BOGOR|CJU|New CT0|0|ARPU_KW2|< 300K|5|0
"202209"|BOGOR|CJU|New CT0 1|0|ARPU_KW2|"300K s/d 500K"|3|0
"202209"|BOGOR|CLS|Churn APS|0|ARPU_KW2|"300K s/d 500K"|14|0
"202209"|BOGOR|CLS|Churn APS|0|ARPU_KW2|< 300K|1|0
"202209"|BOGOR|CLS|Churn APS|0|ARPU_KW2|<10K|3|0
"202209"|BOGOR|CLS|Churn APS|0|ARPU_KW2|<150K|10|0
"202209"|BOGOR|CLS|Churn APS|0|ARPU_KW2|<250K|6|0
"202209"|BOGOR|CLS|Churn APS|0|ARPU_KW2|<500K|3|0
"202209"|BOGOR|CLS|New CT0|0|ARPU_KW2|"300K s/d 500K"|76|0
"202209"|BOGOR|CLS|New CT0|0|ARPU_KW2|"500K s/d 700K"|3|0
"202209"|BOGOR|CLS|New CT0|0|ARPU_KW2|< 300K|28|0
"202209"|BOGOR|CLS|New CT0|0|ARPU_KW2|>= 700K|5|0
"202209"|BOGOR|CLS|New CT0 1|0|ARPU_KW2|< 300K|1|0
"202209"|BOGOR|CNE|Churn APS|0|ARPU_KW2|"300K s/d 500K"|8|0
"202209"|BOGOR|CNE|Churn APS|0|ARPU_KW2|"500K s/d 700K"|2|0
"202209"|BOGOR|CNE|Churn APS|0|ARPU_KW2|< 300K|11|0
"202209"|BOGOR|CNE|Churn APS|0|ARPU_KW2|<1000K|1|0
"202209"|BOGOR|CNE|Churn APS|0|ARPU_KW2|<10K|2|0
"202209"|BOGOR|CNE|Churn APS|0|ARPU_KW2|<150K|8|0
"202209"|BOGOR|CNE|Churn APS|0|ARPU_KW2|<250K|1|0
"202209"|BOGOR|CNE|Churn APS|0|ARPU_KW2|<500K|1|0
"202209"|BOGOR|CNE|New CT0|0|ARPU_KW2|"300K s/d 500K"|38|0
"202209"|BOGOR|CNE|New CT0|0|ARPU_KW2|"500K s/d 700K"|3|0
"202209"|BOGOR|CNE|New CT0|0|ARPU_KW2|< 300K|25|0
"202209"|BOGOR|CNE|New CT0|0|ARPU_KW2|>= 700K|2|0
"202209"|BOGOR|CNE|New CT0 1|0|ARPU_KW2|<10K|1|0
"202209"|BOGOR|CPS|Churn APS|0|ARPU_KW2|"300K s/d 500K"|4|0
"202209"|BOGOR|CPS|Churn APS|0|ARPU_KW2|< 300K|1|0
"202209"|BOGOR|CPS|Churn APS|0|ARPU_KW2|<1000K|3|0
"202209"|BOGOR|CPS|Churn APS|0|ARPU_KW2|<10K|1|0
"202209"|BOGOR|CPS|Churn APS|0|ARPU_KW2|<150K|7|0
"202209"|BOGOR|CPS|Churn APS|0|ARPU_KW2|<250K|3|0
"202209"|BOGOR|CPS|Churn APS|0|ARPU_KW2|<500K|4|0
"202209"|BOGOR|CPS|New CT0|0|ARPU_KW2|"300K s/d 500K"|72|0
"202209"|BOGOR|CPS|New CT0|0|ARPU_KW2|"500K s/d 700K"|6|0
"202209"|BOGOR|CPS|New CT0|0|ARPU_KW2|< 300K|27|0
"202209"|BOGOR|CPS|New CT0|0|ARPU_KW2|>= 700K|1|0
"202209"|BOGOR|CPS|New CT0 1|0|ARPU_KW2|"300K s/d 500K"|1|0
"202209"|BOGOR|CRI|Churn APS|0|ARPU_KW2|"300K s/d 500K"|11|0
"202209"|BOGOR|CRI|Churn APS|0|ARPU_KW2|<500K|16|0
"202209"|BOGOR|CRI|New CT0|0|ARPU_KW2|"300K s/d 500K"|34|0
"202209"|BOGOR|CRI|New CT0|0|ARPU_KW2|"500K s/d 700K"|2|0
"202209"|BOGOR|CRI|New CT0|0|ARPU_KW2|< 300K|14|0
"202209"|BOGOR|CRI|New CT0|0|ARPU_KW2|>= 700K|2|0
"202209"|BOGOR|CSE|Churn APS|0|ARPU_KW2|< 300K|1|0
"202209"|BOGOR|CSE|Churn APS|0|ARPU_KW2|<250K|3|0
"202209"|BOGOR|CSE|New CT0|0|ARPU_KW2|"300K s/d 500K"|15|0
"202209"|BOGOR|CSE|New CT0|0|ARPU_KW2|"500K s/d 700K"|2|0
"202209"|BOGOR|CSE|New CT0|0|ARPU_KW2|< 300K|7|0
"202209"|BOGOR|CSE|New CT0 1|0|ARPU_KW2|"300K s/d 500K"|1|0
"202209"|BOGOR|CSL|Churn APS|0|ARPU_KW2|"300K s/d 500K"|10|0
"202209"|BOGOR|CSL|Churn APS|0|ARPU_KW2|< 300K|6|0
"202209"|BOGOR|CSL|Churn APS|0|ARPU_KW2|<1000K|1|0
"202209"|BOGOR|CSL|Churn APS|0|ARPU_KW2|<150K|12|0
"202209"|BOGOR|CSL|Churn APS|0|ARPU_KW2|<250K|6|0
"202209"|BOGOR|CSL|Churn APS|0|ARPU_KW2|<500K|4|0
"202209"|BOGOR|CSL|Churn APS|0|ARPU_KW2|>= 700K|1|0
"202209"|BOGOR|CSL|New CT0|0|ARPU_KW2|"300K s/d 500K"|37|0
"202209"|BOGOR|CSL|New CT0|0|ARPU_KW2|"500K s/d 700K"|1|0
"202209"|BOGOR|CSL|New CT0|0|ARPU_KW2|< 300K|14|0
"202209"|BOGOR|CSL|New CT0|0|ARPU_KW2|>= 700K|1|0
"202209"|BOGOR|CSL|New CT0 1|0|ARPU_KW2|"300K s/d 500K"|3|0
"202209"|BOGOR|CSL|New CT0 1|0|ARPU_KW2|"500K s/d 700K"|1|0
"202209"|BOGOR|CSL|New CT0 1|0|ARPU_KW2|< 300K|1|0
"202209"|BOGOR|CSN|Churn APS|0|ARPU_KW2|"300K s/d 500K"|4|0
"202209"|BOGOR|CSN|Churn APS|0|ARPU_KW2|< 300K|3|0
"202209"|BOGOR|CSN|Churn APS|0|ARPU_KW2|<10K|1|0
"202209"|BOGOR|CSN|Churn APS|0|ARPU_KW2|<150K|8|0
"202209"|BOGOR|CSN|Churn APS|0|ARPU_KW2|<250K|2|0
"202209"|BOGOR|CSN|Churn APS|0|ARPU_KW2|<500K|4|0
"202209"|BOGOR|CSN|New CT0|0|ARPU_KW2|"300K s/d 500K"|18|0
"202209"|BOGOR|CSN|New CT0|0|ARPU_KW2|"500K s/d 700K"|5|0
"202209"|BOGOR|CSN|New CT0|0|ARPU_KW2|< 300K|10|0
"202209"|BOGOR|CSN|New CT0|0|ARPU_KW2|>= 700K|1|0
"202209"|BOGOR|CSR|Churn APS|0|ARPU_KW2|"300K s/d 500K"|2|0
"202209"|BOGOR|CSR|Churn APS|0|ARPU_KW2|"500K s/d 700K"|2|0
"202209"|BOGOR|CSR|Churn APS|0|ARPU_KW2|< 300K|1|0
"202209"|BOGOR|CSR|Churn APS|0|ARPU_KW2|<150K|3|0
"202209"|BOGOR|CSR|Churn APS|0|ARPU_KW2|<250K|1|0
"202209"|BOGOR|CSR|Churn APS|0|ARPU_KW2|<500K|2|0
"202209"|BOGOR|CSR|New CT0|0|ARPU_KW2|"300K s/d 500K"|34|0
"202209"|BOGOR|CSR|New CT0|0|ARPU_KW2|"500K s/d 700K"|5|0
"202209"|BOGOR|CSR|New CT0|0|ARPU_KW2|< 300K|19|0
"202209"|BOGOR|CTR|Churn APS|0|ARPU_KW2|"300K s/d 500K"|6|0
"202209"|BOGOR|CTR|Churn APS|0|ARPU_KW2|"500K s/d 700K"|1|0
"202209"|BOGOR|CTR|Churn APS|0|ARPU_KW2|< 300K|2|0
"202209"|BOGOR|CTR|Churn APS|0|ARPU_KW2|<1000K|1|0
"202209"|BOGOR|CTR|Churn APS|0|ARPU_KW2|<150K|1|0
"202209"|BOGOR|CTR|Churn APS|0|ARPU_KW2|<250K|2|0
"202209"|BOGOR|CTR|Churn APS|0|ARPU_KW2|<500K|1|0
"202209"|BOGOR|CTR|New CT0|0|ARPU_KW2|"300K s/d 500K"|20|0
"202209"|BOGOR|CTR|New CT0|0|ARPU_KW2|< 300K|10|0
"202209"|BOGOR|CWI|Churn APS|0|ARPU_KW2|"300K s/d 500K"|5|0
"202209"|BOGOR|CWI|Churn APS|0|ARPU_KW2|"500K s/d 700K"|1|0
"202209"|BOGOR|CWI|Churn APS|0|ARPU_KW2|<10K|1|0
"202209"|BOGOR|CWI|Churn APS|0|ARPU_KW2|<150K|2|0
"202209"|BOGOR|CWI|Churn APS|0|ARPU_KW2|<250K|1|0
"202209"|BOGOR|CWI|New CT0|0|ARPU_KW2|"300K s/d 500K"|39|0
"202209"|BOGOR|CWI|New CT0|0|ARPU_KW2|"500K s/d 700K"|3|0
"202209"|BOGOR|CWI|New CT0|0|ARPU_KW2|< 300K|22|0
"202209"|BOGOR|CWI|New CT0|0|ARPU_KW2|>= 700K|3|0
"202209"|BOGOR|DEP|Churn APS|0|ARPU_KW2|"300K s/d 500K"|50|0
"202209"|BOGOR|DEP|Churn APS|0|ARPU_KW2|"500K s/d 700K"|2|0
"202209"|BOGOR|DEP|Churn APS|0|ARPU_KW2|< 300K|26|0
"202209"|BOGOR|DEP|Churn APS|0|ARPU_KW2|<10K|3|0
"202209"|BOGOR|DEP|Churn APS|0|ARPU_KW2|<150K|55|0
"202209"|BOGOR|DEP|Churn APS|0|ARPU_KW2|<250K|20|0
"202209"|BOGOR|DEP|Churn APS|0|ARPU_KW2|<500K|9|0
"202209"|BOGOR|DEP|Churn APS|0|ARPU_KW2|>= 700K|1|0
"202209"|BOGOR|DEP|New CT0|0|ARPU_KW2|"300K s/d 500K"|235|0
"202209"|BOGOR|DEP|New CT0|0|ARPU_KW2|"500K s/d 700K"|9|0
"202209"|BOGOR|DEP|New CT0|0|ARPU_KW2|< 300K|196|0
"202209"|BOGOR|DEP|New CT0|0|ARPU_KW2|>= 700K|1|0
"202209"|BOGOR|DEP|New CT0 1|0|ARPU_KW2|"300K s/d 500K"|6|0
"202209"|BOGOR|DEP|New CT0 1|0|ARPU_KW2|< 300K|5|0
"202209"|BOGOR|DMG|Churn APS|0|ARPU_KW2|"300K s/d 500K"|12|0
"202209"|BOGOR|DMG|Churn APS|0|ARPU_KW2|"500K s/d 700K"|1|0
"202209"|BOGOR|DMG|Churn APS|0|ARPU_KW2|< 300K|4|0
"202209"|BOGOR|DMG|Churn APS|0|ARPU_KW2|<150K|14|0
"202209"|BOGOR|DMG|Churn APS|0|ARPU_KW2|<250K|5|0
"202209"|BOGOR|DMG|Churn APS|0|ARPU_KW2|<500K|3|0
"202209"|BOGOR|DMG|New CT0|0|ARPU_KW2|"300K s/d 500K"|80|0
"202209"|BOGOR|DMG|New CT0|0|ARPU_KW2|"500K s/d 700K"|2|0
"202209"|BOGOR|DMG|New CT0|0|ARPU_KW2|< 300K|49|0
"202209"|BOGOR|DMG|New CT0|0|ARPU_KW2|>= 700K|1|0
"202209"|BOGOR|DMG|New CT0 1|0|ARPU_KW2|"300K s/d 500K"|1|0
"202209"|BOGOR|GPI|Churn APS|0|ARPU_KW2|"300K s/d 500K"|4|0
"202209"|BOGOR|GPI|Churn APS|0|ARPU_KW2|< 300K|5|0
"202209"|BOGOR|GPI|Churn APS|0|ARPU_KW2|<150K|3|0
"202209"|BOGOR|GPI|Churn APS|0|ARPU_KW2|<250K|1|0
"202209"|BOGOR|GPI|Churn APS|0|ARPU_KW2|<500K|1|0
"202209"|BOGOR|GPI|New CT0|0|ARPU_KW2|"300K s/d 500K"|38|0
"202209"|BOGOR|GPI|New CT0|0|ARPU_KW2|"500K s/d 700K"|1|0
"202209"|BOGOR|GPI|New CT0|0|ARPU_KW2|< 300K|21|0
"202209"|BOGOR|GPI|New CT0 1|0|ARPU_KW2|"300K s/d 500K"|1|0
"202209"|BOGOR|GPI|New CT0 1|0|ARPU_KW2|< 300K|1|0
"202209"|BOGOR|JGL|Churn APS|0|ARPU_KW2|"300K s/d 500K"|4|0
"202209"|BOGOR|JGL|Churn APS|0|ARPU_KW2|<150K|3|0
"202209"|BOGOR|JGL|Churn APS|0|ARPU_KW2|<250K|2|0
"202209"|BOGOR|JGL|Churn APS|0|ARPU_KW2|<500K|1|0
"202209"|BOGOR|JGL|New CT0|0|ARPU_KW2|"300K s/d 500K"|27|0
"202209"|BOGOR|JGL|New CT0|0|ARPU_KW2|"500K s/d 700K"|4|0
"202209"|BOGOR|JGL|New CT0|0|ARPU_KW2|< 300K|16|0
"202209"|BOGOR|JGL|New CT0 1|0|ARPU_KW2|"300K s/d 500K"|2|0
"202209"|BOGOR|JSA|Churn APS|0|ARPU_KW2|"300K s/d 500K"|1|0
"202209"|BOGOR|JSA|New CT0|0|ARPU_KW2|"300K s/d 500K"|8|0
"202209"|BOGOR|JSA|New CT0|0|ARPU_KW2|"500K s/d 700K"|1|0
"202209"|BOGOR|JSA|New CT0|0|ARPU_KW2|< 300K|3|0
"202209"|BOGOR|KHL|Churn APS|0|ARPU_KW2|"300K s/d 500K"|5|0
"202209"|BOGOR|KHL|Churn APS|0|ARPU_KW2|"500K s/d 700K"|1|0
"202209"|BOGOR|KHL|Churn APS|0|ARPU_KW2|< 300K|4|0
"202209"|BOGOR|KHL|Churn APS|0|ARPU_KW2|<10K|1|0
"202209"|BOGOR|KHL|Churn APS|0|ARPU_KW2|<150K|12|0
"202209"|BOGOR|KHL|Churn APS|0|ARPU_KW2|<250K|12|0
"202209"|BOGOR|KHL|Churn APS|0|ARPU_KW2|<500K|1|0
"202209"|BOGOR|KHL|New CT0|0|ARPU_KW2|"300K s/d 500K"|70|0
"202209"|BOGOR|KHL|New CT0|0|ARPU_KW2|"500K s/d 700K"|2|0
"202209"|BOGOR|KHL|New CT0|0|ARPU_KW2|< 300K|45|0
"202209"|BOGOR|KHL|New CT0|0|ARPU_KW2|>= 700K|1|0
"202209"|BOGOR|KHL|New CT0 1|0|ARPU_KW2|"300K s/d 500K"|3|0
"202209"|BOGOR|KHL|New CT0 1|0|ARPU_KW2|"500K s/d 700K"|1|0
"202209"|BOGOR|LBI|New CT0|0|ARPU_KW2|"300K s/d 500K"|6|0
"202209"|BOGOR|LBI|New CT0|0|ARPU_KW2|"500K s/d 700K"|1|0
"202209"|BOGOR|LBI|New CT0|0|ARPU_KW2|< 300K|1|0
"202209"|BOGOR|LWL|Churn APS|0|ARPU_KW2|"300K s/d 500K"|7|0
"202209"|BOGOR|LWL|Churn APS|0|ARPU_KW2|< 300K|1|0
"202209"|BOGOR|LWL|Churn APS|0|ARPU_KW2|<150K|2|0
"202209"|BOGOR|LWL|Churn APS|0|ARPU_KW2|<250K|3|0
"202209"|BOGOR|LWL|Churn APS|0|ARPU_KW2|<500K|1|0
"202209"|BOGOR|LWL|Churn APS|0|ARPU_KW2|>1000K|1|0
"202209"|BOGOR|LWL|New CT0|0|ARPU_KW2|"300K s/d 500K"|47|0
