"KAWASAN"|"WITEL"|"STO"|"ND_SPEEDY"|"BULAN_SALES"|"IS_CT0"|"KWADRAN_INET"|"STATUS_CABUT_DEMAND"|"AGING"|"UNIT"|"PRODUCT"|"CCAT"|"PLBLCL"|"LINECATS_FAMILY_LNAME"
DIVRE 2|BOGOR|TJH|"123317200672"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|PDE|"121115238070"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|CBI|"122363299926"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|CPE|"122209249038"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|KLB|"122847259572"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKPUS|KMY|"121509230030"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|"APARTMENT"
DIVRE 2|JAKUT|KTZ|"122516221298"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BOGOR|CNE|"122214215778"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|CPE|"122209249480"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|CKG|"121703256912"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|JBB|"122853216151"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|CPA|"121212289388"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|PSM|"122220331596"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKTIM|RMG|"121110209153"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|KBY|"121202255713"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BANTEN|RKS|"121627136039"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKUT|KLG|"121107227265"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|SUE|"122866305298"|"202211"|""|"2"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|SLP|"121701226625"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKUT|KLG|"121107996832"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKUT|KTZ|"122515202389"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|MUK|"122428201667"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKUT|TPR|"122504000977"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKTIM|CWA|"121112240345"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|PKY|"122844321504"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|BGG|"122869232331"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|"NON DINAS"
DIVRE 2|JAKPUS|CPP|"122602271157"|"202211"|""|"2"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|SLP|"121701226150"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|SLP|"121701226385"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKPUS|CID|"122510266914"|"202211"|""|"2"|""|1|""|"3P-HOS (POTS-INTERNET-IPTV)"|""|BL|"NON DINAS"
DIVRE 2|JAKTIM|CWA|"121112240368"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|JAKTIM|RMG|"121110209167"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|CPD|"121423219798"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BOGOR|CSE|"122318250490"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|CPE|"122209249040"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|TAN|"122420242581"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|SMI|"122712228241"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"APARTMENT"
DIVRE 2|JAKUT|KTZ|"122516996938"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|CPE|"122209249074"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKPUS|CPP|"122602271316"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKBAR|SLP|"121701225973"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|CSL|"122120212224"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKTIM|KRG|"122122323781"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKUT|KTZ|"122515203283"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|BL|"NON DINAS"
DIVRE 2|TANGERANG|CLD|"121204222651"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|EJI|"122851205225"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|BGG|"122869213963"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKUT|CIL|"122501416360"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|BGG|"122869215890"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|TBE|"121105251409"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|KLB|"122847260667"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|KBY|"121202254811"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|CPA|"121212223930"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|SKJ|"121327229058"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|KBY|"121202256879"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|DMG|"122305207885"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKTIM|RMG|"121110209001"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BANTEN|SEG|"122401245741"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|TANGERANG|LGK|"122433333429"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|BEK|"122848272312"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BOGOR|SPL|"122312300587"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKPUS|GBI|"122604208082"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|PBY|"122864202515"|"202211"|""|"2"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|JTN|"121101257374"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKUT|KLG|"122107252692"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|KBY|"121202256400"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|KLB|"122847247464"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|MRY|"121707107825"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKPUS|CID|"122510271074"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BANTEN|CRS|"122402209028"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKUT|TPR|"122502429940"|"202211"|""|"4"|""|1|""|"2P (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKUT|KLG|"122107251751"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|SKJ|"121327229177"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|CPD|"121423221222"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKBAR|KDY|"122706232392"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|SRP|"122418240816"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|CNE|"122214215604"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BANTEN|CKD|"122405203630"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BOGOR|CNE|"122214215675"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|BOO|"121302228900"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|TANGERANG|TAN|"122420242186"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|CKG|"121703254009"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|BL|"NON DINAS"
DIVRE 2|BANTEN|CLG|"122408317557"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|JAKSEL|CPE|"122209249489"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|CKG|"121703254652"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKUT|CIL|"122501416022"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|JAKSEL|CPE|"122209249306"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|BL|"NON DINAS"
DIVRE 2|JAKUT|CIL|"122501415732"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKPUS|CPP|"122602271555"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|BEK|"122848311988"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|TANGERANG|LGK|"122433332550"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|BIN|"122207476935"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|CPD|"121423221989"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|TAN|"122420243094"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKPUS|CID|"122510266767"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|CKG|"121703254667"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|CPA|"121212224964"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|CIB|"122861245249"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKPUS|CPP|"122602271002"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|BIN|"122207477645"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKBAR|CKG|"121703218124"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|SPT|"122445211609"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|PSR|"121114305298"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|CWA|"121112239870"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|BOO|"121302227461"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|STN|"122872203600"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|CIB|"122861245016"|"202211"|""|"2"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|CPE|"122209237299"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|PKY|"122844214168"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|SMI|"122712228351"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|LWL|"122307254589"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BOGOR|CNE|"122214215630"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKUT|KLG|"122107253139"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|CKG|"121703256267"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKPUS|CPP|"122602271592"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|BIN|"122207474611"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|TANGERANG|CPA|"121212300664"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|CKG|"121703256408"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|SKJ|"122327228297"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|BOO|"121302223805"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|KLB|"122847259611"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|BEKASI|PKY|"122844318766"|"202211"|ABON_NOL|"1"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|TANGERANG|SRP|"122418221250"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|PAR|"123308295923"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|PKY|"122844318794"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKUT|MKR|"122519226772"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKTIM|CWA|"121112239382"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|SRP|"122418240044"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|TAN|"122420239797"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|CLS|"121333225161"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKSEL|PSM|"122220331544"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|CKG|"121703256524"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|PSM|"122220330480"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|CLS|"121333226115"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKPUS|CID|"122510272071"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|BOGOR|LWL|"122307254829"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|PGG|"122118289530"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|CPE|"122209249546"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|LKG|"122431295079"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|CPA|"121212301067"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|TBE|"121105251492"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|TANGERANG|PPG|"122438209809"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|RMG|"121110208430"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|CLD|"122204221325"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|LGK|"122433332242"|"202211"|""|"2"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|SMI|"122712228343"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|TAN|"122420239975"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|SMI|"121712103715"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|JAG|"122219244468"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|JAKTIM|JTN|"121101255974"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|"NON DINAS"
DIVRE 2|BOGOR|LWL|"122307254911"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BOGOR|CNE|"122214215814"|"202211"|""|"3"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|PSM|"122220331232"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|BL|"NON DINAS"
DIVRE 2|JAKTIM|JTN|"121101257281"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|TBE|"121105251343"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKSEL|JAG|"122219250414"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BEKASI|TAR|"122873217301"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|TANGERANG|PDR|"122242254475"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|MRY|"121715245616"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|BANTEN|MER|"122409203228"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|TANGERANG|PDR|"122242255315"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|TANGERANG|LKG|"122431295656"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|BEKASI|BGG|"122869231226"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKUT|MRD|"122528001769"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKTIM|GAN|"121117230270"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|PDK|"122106265032"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"APARTMENT"
DIVRE 2|JAKSEL|KAL|"122217261418"|"202211"|""|"4"|""|1|""|"3P (POTS-INTERNET-IPTV)"|""|PL|PRIME CLUSTER
DIVRE 2|TANGERANG|TAN|"122420242060"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKUT|TPR|"122502425159"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|JAKTIM|JTN|"121101248600"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKBAR|CKG|"121703256888"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|BL|"NON DINAS"
DIVRE 2|TANGERANG|CLD|"121204238269"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|GAN|"121117230820"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
DIVRE 2|JAKPUS|CPP|"122602271529"|"202211"|""|"2"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKUT|KLG|"121107996778"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"APARTMENT"
DIVRE 2|BEKASI|BBL|"122862308093"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|PRIME CLUSTER
DIVRE 2|BOGOR|BJD|"121370201520"|"202211"|""|"4"|""|1|""|"2P-NETIZEN (POTS-INTERNET)"|""|PL|"NON DINAS"
DIVRE 2|JAKTIM|JTN|"121101257273"|"202211"|ABON_NOL|"1"|""|1|""|"2P-PREPAID"|""|PL|"NON DINAS"
