"BULAN"|"WITEL"|"STO"|"TOTAL"|"PLEVEL1"|"PLEVEL2"|"JUMLAH"|"SUBTOTAL"
"202208"|BOGOR|CPS|0|CATEGORY_LATENCY|VERY BAD|2|0
"202208"|BOGOR|CPS|0|CATEGORY_LATENCY|VERY GOOD|439|0
"202208"|BOGOR|CRI|0|CATEGORY_LATENCY|UNKNOWN|858|0
"202208"|BOGOR|CRI|0|CATEGORY_LATENCY|ACCEPTABLE|1594|0
"202208"|BOGOR|CRI|0|CATEGORY_LATENCY|BAD|404|0
"202208"|BOGOR|CRI|0|CATEGORY_LATENCY|GOOD|1450|0
"202208"|BOGOR|CRI|0|CATEGORY_LATENCY|VERY BAD|9|0
"202208"|BOGOR|CRI|0|CATEGORY_LATENCY|VERY GOOD|59|0
"202208"|BOGOR|CSE|0|CATEGORY_LATENCY|UNKNOWN|320|0
"202208"|BOGOR|CSE|0|CATEGORY_LATENCY|ACCEPTABLE|512|0
"202208"|BOGOR|CSE|0|CATEGORY_LATENCY|BAD|121|0
"202208"|BOGOR|CSE|0|CATEGORY_LATENCY|GOOD|729|0
"202208"|BOGOR|CSE|0|CATEGORY_LATENCY|VERY BAD|3|0
"202208"|BOGOR|CSE|0|CATEGORY_LATENCY|VERY GOOD|165|0
"202208"|BOGOR|CSL|0|CATEGORY_LATENCY|UNKNOWN|1980|0
"202208"|BOGOR|CSL|0|CATEGORY_LATENCY|ACCEPTABLE|861|0
"202208"|BOGOR|CSL|0|CATEGORY_LATENCY|BAD|81|0
"202208"|BOGOR|CSL|0|CATEGORY_LATENCY|GOOD|3209|0
"202208"|BOGOR|CSL|0|CATEGORY_LATENCY|VERY GOOD|3475|0
"202208"|BOGOR|CSN|0|CATEGORY_LATENCY|UNKNOWN|1153|0
"202208"|BOGOR|CSN|0|CATEGORY_LATENCY|ACCEPTABLE|815|0
"202208"|BOGOR|CSN|0|CATEGORY_LATENCY|BAD|70|0
"202208"|BOGOR|CSN|0|CATEGORY_LATENCY|GOOD|2218|0
"202208"|BOGOR|CSN|0|CATEGORY_LATENCY|VERY GOOD|803|0
"202208"|BOGOR|CSR|0|CATEGORY_LATENCY|UNKNOWN|1706|0
"202208"|BOGOR|CSR|0|CATEGORY_LATENCY|ACCEPTABLE|2298|0
"202208"|BOGOR|CSR|0|CATEGORY_LATENCY|BAD|969|0
"202208"|BOGOR|CSR|0|CATEGORY_LATENCY|GOOD|1792|0
"202208"|BOGOR|CSR|0|CATEGORY_LATENCY|VERY BAD|32|0
"202208"|BOGOR|CSR|0|CATEGORY_LATENCY|VERY GOOD|743|0
"202208"|BOGOR|CTR|0|CATEGORY_LATENCY|UNKNOWN|878|0
"202208"|BOGOR|CTR|0|CATEGORY_LATENCY|ACCEPTABLE|821|0
"202208"|BOGOR|CTR|0|CATEGORY_LATENCY|BAD|184|0
"202208"|BOGOR|CTR|0|CATEGORY_LATENCY|GOOD|1096|0
"202208"|BOGOR|CTR|0|CATEGORY_LATENCY|VERY BAD|5|0
"202208"|BOGOR|CTR|0|CATEGORY_LATENCY|VERY GOOD|138|0
"202208"|BOGOR|CWI|0|CATEGORY_LATENCY|UNKNOWN|1703|0
"202208"|BOGOR|CWI|0|CATEGORY_LATENCY|ACCEPTABLE|1949|0
"202208"|BOGOR|CWI|0|CATEGORY_LATENCY|BAD|474|0
"202208"|BOGOR|CWI|0|CATEGORY_LATENCY|GOOD|1930|0
"202208"|BOGOR|CWI|0|CATEGORY_LATENCY|VERY BAD|17|0
"202208"|BOGOR|CWI|0|CATEGORY_LATENCY|VERY GOOD|256|0
"202208"|BOGOR|CYI|0|CATEGORY_LATENCY|UNKNOWN|82|0
"202208"|BOGOR|CYI|0|CATEGORY_LATENCY|ACCEPTABLE|6|0
"202208"|BOGOR|CYI|0|CATEGORY_LATENCY|BAD|1|0
"202208"|BOGOR|CYI|0|CATEGORY_LATENCY|GOOD|16|0
"202208"|BOGOR|CYI|0|CATEGORY_LATENCY|VERY GOOD|11|0
"202208"|BOGOR|DEP|0|CATEGORY_LATENCY|UNKNOWN|11175|0
"202208"|BOGOR|DEP|0|CATEGORY_LATENCY|ACCEPTABLE|6165|0
"202208"|BOGOR|DEP|0|CATEGORY_LATENCY|BAD|886|0
"202208"|BOGOR|DEP|0|CATEGORY_LATENCY|GOOD|14908|0
"202208"|BOGOR|DEP|0|CATEGORY_LATENCY|VERY BAD|19|0
"202208"|BOGOR|DEP|0|CATEGORY_LATENCY|VERY GOOD|9756|0
"202208"|BOGOR|DMG|0|CATEGORY_LATENCY|UNKNOWN|2185|0
"202208"|BOGOR|DMG|0|CATEGORY_LATENCY|ACCEPTABLE|3031|0
"202208"|BOGOR|DMG|0|CATEGORY_LATENCY|BAD|543|0
"202208"|BOGOR|DMG|0|CATEGORY_LATENCY|GOOD|4453|0
"202208"|BOGOR|DMG|0|CATEGORY_LATENCY|VERY BAD|5|0
"202208"|BOGOR|DMG|0|CATEGORY_LATENCY|VERY GOOD|466|0
"202208"|BOGOR|GPI|0|CATEGORY_LATENCY|UNKNOWN|1541|0
"202208"|BOGOR|GPI|0|CATEGORY_LATENCY|ACCEPTABLE|1031|0
"202208"|BOGOR|GPI|0|CATEGORY_LATENCY|BAD|162|0
"202208"|BOGOR|GPI|0|CATEGORY_LATENCY|GOOD|2068|0
"202208"|BOGOR|GPI|0|CATEGORY_LATENCY|VERY BAD|1|0
"202208"|BOGOR|GPI|0|CATEGORY_LATENCY|VERY GOOD|888|0
"202208"|BOGOR|JGL|0|CATEGORY_LATENCY|UNKNOWN|608|0
"202208"|BOGOR|JGL|0|CATEGORY_LATENCY|ACCEPTABLE|646|0
"202208"|BOGOR|JGL|0|CATEGORY_LATENCY|BAD|92|0
"202208"|BOGOR|JGL|0|CATEGORY_LATENCY|GOOD|1219|0
"202208"|BOGOR|JGL|0|CATEGORY_LATENCY|VERY BAD|3|0
"202208"|BOGOR|JGL|0|CATEGORY_LATENCY|VERY GOOD|796|0
"202208"|BOGOR|JSA|0|CATEGORY_LATENCY|UNKNOWN|127|0
"202208"|BOGOR|JSA|0|CATEGORY_LATENCY|ACCEPTABLE|324|0
"202208"|BOGOR|JSA|0|CATEGORY_LATENCY|BAD|190|0
"202208"|BOGOR|JSA|0|CATEGORY_LATENCY|GOOD|232|0
"202208"|BOGOR|JSA|0|CATEGORY_LATENCY|VERY BAD|3|0
"202208"|BOGOR|JSA|0|CATEGORY_LATENCY|VERY GOOD|43|0
"202208"|BOGOR|KHL|0|CATEGORY_LATENCY|UNKNOWN|3620|0
"202208"|BOGOR|KHL|0|CATEGORY_LATENCY|ACCEPTABLE|2607|0
"202208"|BOGOR|KHL|0|CATEGORY_LATENCY|BAD|355|0
"202208"|BOGOR|KHL|0|CATEGORY_LATENCY|GOOD|5262|0
"202208"|BOGOR|KHL|0|CATEGORY_LATENCY|VERY BAD|4|0
"202208"|BOGOR|KHL|0|CATEGORY_LATENCY|VERY GOOD|801|0
"202208"|BOGOR|LBI|0|CATEGORY_LATENCY|UNKNOWN|21|0
"202208"|BOGOR|LBI|0|CATEGORY_LATENCY|ACCEPTABLE|95|0
"202208"|BOGOR|LBI|0|CATEGORY_LATENCY|BAD|32|0
"202208"|BOGOR|LBI|0|CATEGORY_LATENCY|GOOD|46|0
"202208"|BOGOR|LBI|0|CATEGORY_LATENCY|VERY BAD|1|0
"202208"|BOGOR|LBI|0|CATEGORY_LATENCY|VERY GOOD|2|0
"202208"|BOGOR|LWL|0|CATEGORY_LATENCY|UNKNOWN|784|0
"202208"|BOGOR|LWL|0|CATEGORY_LATENCY|ACCEPTABLE|1719|0
"202208"|BOGOR|LWL|0|CATEGORY_LATENCY|BAD|495|0
"202208"|BOGOR|LWL|0|CATEGORY_LATENCY|GOOD|1715|0
"202208"|BOGOR|LWL|0|CATEGORY_LATENCY|VERY BAD|9|0
"202208"|BOGOR|LWL|0|CATEGORY_LATENCY|VERY GOOD|233|0
"202208"|BOGOR|PAG|0|CATEGORY_LATENCY|UNKNOWN|1947|0
"202208"|BOGOR|PAG|0|CATEGORY_LATENCY|ACCEPTABLE|1375|0
"202208"|BOGOR|PAG|0|CATEGORY_LATENCY|BAD|171|0
"202208"|BOGOR|PAG|0|CATEGORY_LATENCY|GOOD|3422|0
"202208"|BOGOR|PAG|0|CATEGORY_LATENCY|VERY BAD|4|0
"202208"|BOGOR|PAG|0|CATEGORY_LATENCY|VERY GOOD|744|0
"202208"|BOGOR|PAR|0|CATEGORY_LATENCY|UNKNOWN|1635|0
"202208"|BOGOR|PAR|0|CATEGORY_LATENCY|ACCEPTABLE|2143|0
"202208"|BOGOR|PAR|0|CATEGORY_LATENCY|BAD|369|0
"202208"|BOGOR|PAR|0|CATEGORY_LATENCY|GOOD|4152|0
"202208"|BOGOR|PAR|0|CATEGORY_LATENCY|VERY BAD|9|0
"202208"|BOGOR|PAR|0|CATEGORY_LATENCY|VERY GOOD|649|0
"202208"|BOGOR|PCM|0|CATEGORY_LATENCY|UNKNOWN|2288|0
"202208"|BOGOR|PCM|0|CATEGORY_LATENCY|ACCEPTABLE|896|0
"202208"|BOGOR|PCM|0|CATEGORY_LATENCY|BAD|89|0
"202208"|BOGOR|PCM|0|CATEGORY_LATENCY|GOOD|3064|0
"202208"|BOGOR|PCM|0|CATEGORY_LATENCY|VERY BAD|1|0
"202208"|BOGOR|PCM|0|CATEGORY_LATENCY|VERY GOOD|3890|0
"202208"|BOGOR|PMU|0|CATEGORY_LATENCY|UNKNOWN|792|0
"202208"|BOGOR|PMU|0|CATEGORY_LATENCY|ACCEPTABLE|914|0
"202208"|BOGOR|PMU|0|CATEGORY_LATENCY|BAD|172|0
"202208"|BOGOR|PMU|0|CATEGORY_LATENCY|GOOD|1862|0
"202208"|BOGOR|PMU|0|CATEGORY_LATENCY|VERY BAD|12|0
"202208"|BOGOR|PMU|0|CATEGORY_LATENCY|VERY GOOD|1048|0
"202208"|BOGOR|SKJ|0|CATEGORY_LATENCY|UNKNOWN|6869|0
"202208"|BOGOR|SKJ|0|CATEGORY_LATENCY|ACCEPTABLE|5064|0
"202208"|BOGOR|SKJ|0|CATEGORY_LATENCY|BAD|597|0
"202208"|BOGOR|SKJ|0|CATEGORY_LATENCY|GOOD|12086|0
"202208"|BOGOR|SKJ|0|CATEGORY_LATENCY|VERY BAD|5|0
"202208"|BOGOR|SKJ|0|CATEGORY_LATENCY|VERY GOOD|3232|0
"202208"|BOGOR|SPL|0|CATEGORY_LATENCY|UNKNOWN|3438|0
"202208"|BOGOR|SPL|0|CATEGORY_LATENCY|ACCEPTABLE|3222|0
"202208"|BOGOR|SPL|0|CATEGORY_LATENCY|BAD|534|0
"202208"|BOGOR|SPL|0|CATEGORY_LATENCY|GOOD|7031|0
"202208"|BOGOR|SPL|0|CATEGORY_LATENCY|VERY BAD|16|0
"202208"|BOGOR|SPL|0|CATEGORY_LATENCY|VERY GOOD|1579|0
"202208"|BOGOR|STL|0|CATEGORY_LATENCY|UNKNOWN|573|0
"202208"|BOGOR|STL|0|CATEGORY_LATENCY|ACCEPTABLE|299|0
"202208"|BOGOR|STL|0|CATEGORY_LATENCY|BAD|33|0
"202208"|BOGOR|STL|0|CATEGORY_LATENCY|GOOD|598|0
"202208"|BOGOR|STL|0|CATEGORY_LATENCY|VERY GOOD|629|0
"202208"|BOGOR|TJH|0|CATEGORY_LATENCY|UNKNOWN|668|0
"202208"|BOGOR|TJH|0|CATEGORY_LATENCY|ACCEPTABLE|740|0
"202208"|BOGOR|TJH|0|CATEGORY_LATENCY|BAD|107|0
"202208"|BOGOR|TJH|0|CATEGORY_LATENCY|GOOD|1981|0
"202208"|BOGOR|TJH|0|CATEGORY_LATENCY|VERY BAD|1|0
"202208"|BOGOR|TJH|0|CATEGORY_LATENCY|VERY GOOD|440|0
"202208"|JAKBAR|CKG|0|CATEGORY_LATENCY|UNKNOWN|19710|0
"202208"|JAKBAR|CKG|0|CATEGORY_LATENCY|ACCEPTABLE|5505|0
"202208"|JAKBAR|CKG|0|CATEGORY_LATENCY|BAD|588|0
"202208"|JAKBAR|CKG|0|CATEGORY_LATENCY|GOOD|15607|0
"202208"|JAKBAR|CKG|0|CATEGORY_LATENCY|VERY BAD|8|0
"202208"|JAKBAR|CKG|0|CATEGORY_LATENCY|VERY GOOD|14223|0
"202208"|JAKBAR|DTG|0|CATEGORY_LATENCY|UNKNOWN|11|0
"202208"|JAKBAR|DTG|0|CATEGORY_LATENCY|GOOD|1|0
"202208"|JAKBAR|DTG|0|CATEGORY_LATENCY|VERY GOOD|1|0
"202208"|JAKBAR|JIA|0|CATEGORY_LATENCY|UNKNOWN|1121|0
"202208"|JAKBAR|JIA|0|CATEGORY_LATENCY|ACCEPTABLE|81|0
"202208"|JAKBAR|JIA|0|CATEGORY_LATENCY|BAD|15|0
"202208"|JAKBAR|JIA|0|CATEGORY_LATENCY|GOOD|135|0
"202208"|JAKBAR|JIA|0|CATEGORY_LATENCY|VERY GOOD|106|0
"202208"|JAKBAR|KDY|0|CATEGORY_LATENCY|UNKNOWN|10000|0
"202208"|JAKBAR|KDY|0|CATEGORY_LATENCY|ACCEPTABLE|1537|0
"202208"|JAKBAR|KDY|0|CATEGORY_LATENCY|BAD|147|0
"202208"|JAKBAR|KDY|0|CATEGORY_LATENCY|GOOD|4327|0
"202208"|JAKBAR|KDY|0|CATEGORY_LATENCY|VERY BAD|1|0
"202208"|JAKBAR|KDY|0|CATEGORY_LATENCY|VERY GOOD|5551|0
"202208"|JAKBAR|KPK|0|CATEGORY_LATENCY|UNKNOWN|2681|0
"202208"|JAKBAR|KPK|0|CATEGORY_LATENCY|ACCEPTABLE|978|0
"202208"|JAKBAR|KPK|0|CATEGORY_LATENCY|BAD|112|0
"202208"|JAKBAR|KPK|0|CATEGORY_LATENCY|GOOD|1535|0
"202208"|JAKBAR|KPK|0|CATEGORY_LATENCY|VERY BAD|6|0
"202208"|JAKBAR|KPK|0|CATEGORY_LATENCY|VERY GOOD|714|0
"202208"|JAKBAR|KSB|0|CATEGORY_LATENCY|UNKNOWN|837|0
"202208"|JAKBAR|KSB|0|CATEGORY_LATENCY|ACCEPTABLE|499|0
"202208"|JAKBAR|KSB|0|CATEGORY_LATENCY|BAD|67|0
"202208"|JAKBAR|KSB|0|CATEGORY_LATENCY|GOOD|1095|0
"202208"|JAKBAR|KSB|0|CATEGORY_LATENCY|VERY BAD|2|0
"202208"|JAKBAR|KSB|0|CATEGORY_LATENCY|VERY GOOD|1332|0
"202208"|JAKBAR|MRY|0|CATEGORY_LATENCY|UNKNOWN|13484|0
"202208"|JAKBAR|MRY|0|CATEGORY_LATENCY|ACCEPTABLE|2263|0
"202208"|JAKBAR|MRY|0|CATEGORY_LATENCY|BAD|233|0
"202208"|JAKBAR|MRY|0|CATEGORY_LATENCY|GOOD|7427|0
"202208"|JAKBAR|MRY|0|CATEGORY_LATENCY|VERY BAD|2|0
"202208"|JAKBAR|MRY|0|CATEGORY_LATENCY|VERY GOOD|8933|0
"202208"|JAKBAR|PLM|0|CATEGORY_LATENCY|UNKNOWN|19297|0
"202208"|JAKBAR|PLM|0|CATEGORY_LATENCY|ACCEPTABLE|2658|0
"202208"|JAKBAR|PLM|0|CATEGORY_LATENCY|BAD|232|0
"202208"|JAKBAR|PLM|0|CATEGORY_LATENCY|GOOD|9269|0
"202208"|JAKBAR|PLM|0|CATEGORY_LATENCY|VERY BAD|2|0
"202208"|JAKBAR|PLM|0|CATEGORY_LATENCY|VERY GOOD|8535|0
"202208"|JAKBAR|SDM|0|CATEGORY_LATENCY|UNKNOWN|2257|0
"202208"|JAKBAR|SDM|0|CATEGORY_LATENCY|ACCEPTABLE|63|0
"202208"|JAKBAR|SDM|0|CATEGORY_LATENCY|BAD|7|0
"202208"|JAKBAR|SDM|0|CATEGORY_LATENCY|GOOD|160|0
"202208"|JAKBAR|SDM|0|CATEGORY_LATENCY|VERY GOOD|177|0
"202208"|JAKBAR|SLP|0|CATEGORY_LATENCY|UNKNOWN|24359|0
"202208"|JAKBAR|SLP|0|CATEGORY_LATENCY|ACCEPTABLE|2637|0
"202208"|JAKBAR|SLP|0|CATEGORY_LATENCY|BAD|284|0
"202208"|JAKBAR|SLP|0|CATEGORY_LATENCY|GOOD|7247|0
"202208"|JAKBAR|SLP|0|CATEGORY_LATENCY|VERY BAD|3|0
"202208"|JAKBAR|SLP|0|CATEGORY_LATENCY|VERY GOOD|7256|0
"202208"|JAKBAR|SMI|0|CATEGORY_LATENCY|UNKNOWN|6635|0
"202208"|JAKBAR|SMI|0|CATEGORY_LATENCY|ACCEPTABLE|911|0
"202208"|JAKBAR|SMI|0|CATEGORY_LATENCY|BAD|105|0
"202208"|JAKBAR|SMI|0|CATEGORY_LATENCY|GOOD|2462|0
"202208"|JAKBAR|SMI|0|CATEGORY_LATENCY|VERY BAD|3|0
"202208"|JAKBAR|SMI|0|CATEGORY_LATENCY|VERY GOOD|2680|0
"202208"|JAKBAR|TGA|0|CATEGORY_LATENCY|UNKNOWN|7194|0
"202208"|JAKBAR|TGA|0|CATEGORY_LATENCY|ACCEPTABLE|2260|0
"202208"|JAKBAR|TGA|0|CATEGORY_LATENCY|BAD|280|0
"202208"|JAKBAR|TGA|0|CATEGORY_LATENCY|GOOD|5178|0
"202208"|JAKBAR|TGA|0|CATEGORY_LATENCY|VERY BAD|4|0
"202208"|JAKBAR|TGA|0|CATEGORY_LATENCY|VERY GOOD|5209|0
"202208"|JAKPUS|CID|0|CATEGORY_LATENCY|UNKNOWN|20166|0
"202208"|JAKPUS|CID|0|CATEGORY_LATENCY|ACCEPTABLE|3140|0
"202208"|JAKPUS|CID|0|CATEGORY_LATENCY|BAD|346|0
"202208"|JAKPUS|CID|0|CATEGORY_LATENCY|GOOD|9826|0
"202208"|JAKPUS|CID|0|CATEGORY_LATENCY|VERY BAD|5|0
"202208"|JAKPUS|CID|0|CATEGORY_LATENCY|VERY GOOD|7579|0
"202208"|JAKPUS|CPP|0|CATEGORY_LATENCY|UNKNOWN|23309|0
"202208"|JAKPUS|CPP|0|CATEGORY_LATENCY|ACCEPTABLE|6009|0
"202208"|JAKPUS|CPP|0|CATEGORY_LATENCY|BAD|979|0
"202208"|JAKPUS|CPP|0|CATEGORY_LATENCY|GOOD|13303|0
"202208"|JAKPUS|CPP|0|CATEGORY_LATENCY|VERY BAD|23|0
"202208"|JAKPUS|CPP|0|CATEGORY_LATENCY|VERY GOOD|5256|0
"202208"|JAKPUS|GBC|0|CATEGORY_LATENCY|UNKNOWN|25175|0
"202208"|JAKPUS|GBC|0|CATEGORY_LATENCY|ACCEPTABLE|3567|0
"202208"|JAKPUS|GBC|0|CATEGORY_LATENCY|BAD|611|0
"202208"|JAKPUS|GBC|0|CATEGORY_LATENCY|GOOD|6924|0
"202208"|JAKPUS|GBC|0|CATEGORY_LATENCY|VERY BAD|17|0
"202208"|JAKPUS|GBC|0|CATEGORY_LATENCY|VERY GOOD|3156|0
"202208"|JAKPUS|GBI|0|CATEGORY_LATENCY|UNKNOWN|18790|0
"202208"|JAKPUS|GBI|0|CATEGORY_LATENCY|ACCEPTABLE|1635|0
"202208"|JAKPUS|GBI|0|CATEGORY_LATENCY|BAD|267|0
"202208"|JAKPUS|GBI|0|CATEGORY_LATENCY|GOOD|2749|0
"202208"|JAKPUS|GBI|0|CATEGORY_LATENCY|VERY BAD|4|0
"202208"|JAKPUS|GBI|0|CATEGORY_LATENCY|VERY GOOD|1998|0
"202208"|JAKPUS|KMY|0|CATEGORY_LATENCY|UNKNOWN|10100|0
"202208"|JAKPUS|KMY|0|CATEGORY_LATENCY|ACCEPTABLE|1145|0
"202208"|JAKPUS|KMY|0|CATEGORY_LATENCY|BAD|125|0
"202208"|JAKPUS|KMY|0|CATEGORY_LATENCY|GOOD|2318|0
"202208"|JAKPUS|KMY|0|CATEGORY_LATENCY|VERY BAD|9|0
"202208"|JAKPUS|KMY|0|CATEGORY_LATENCY|VERY GOOD|1167|0
"202208"|JAKSEL|BIN|0|CATEGORY_LATENCY|UNKNOWN|12453|0
"202208"|JAKSEL|BIN|0|CATEGORY_LATENCY|ACCEPTABLE|3792|0
"202208"|JAKSEL|BIN|0|CATEGORY_LATENCY|BAD|362|0
"202208"|JAKSEL|BIN|0|CATEGORY_LATENCY|GOOD|10180|0
"202208"|JAKSEL|BIN|0|CATEGORY_LATENCY|VERY BAD|7|0
"202208"|JAKSEL|BIN|0|CATEGORY_LATENCY|VERY GOOD|13361|0
"202208"|JAKSEL|CPE|0|CATEGORY_LATENCY|UNKNOWN|17536|0
"202208"|JAKSEL|CPE|0|CATEGORY_LATENCY|ACCEPTABLE|3101|0
"202208"|JAKSEL|CPE|0|CATEGORY_LATENCY|BAD|278|0
"202208"|JAKSEL|CPE|0|CATEGORY_LATENCY|GOOD|8130|0
"202208"|JAKSEL|CPE|0|CATEGORY_LATENCY|VERY BAD|3|0
"202208"|JAKSEL|CPE|0|CATEGORY_LATENCY|VERY GOOD|8694|0
"202208"|JAKSEL|JAG|0|CATEGORY_LATENCY|UNKNOWN|7495|0
"202208"|JAKSEL|JAG|0|CATEGORY_LATENCY|ACCEPTABLE|3773|0
"202208"|JAKSEL|JAG|0|CATEGORY_LATENCY|BAD|454|0
"202208"|JAKSEL|JAG|0|CATEGORY_LATENCY|GOOD|9989|0
"202208"|JAKSEL|JAG|0|CATEGORY_LATENCY|VERY BAD|9|0
"202208"|JAKSEL|JAG|0|CATEGORY_LATENCY|VERY GOOD|10294|0
"202208"|JAKSEL|KAL|0|CATEGORY_LATENCY|UNKNOWN|13397|0
"202208"|JAKSEL|KAL|0|CATEGORY_LATENCY|ACCEPTABLE|2463|0
"202208"|JAKSEL|KAL|0|CATEGORY_LATENCY|BAD|243|0
"202208"|JAKSEL|KAL|0|CATEGORY_LATENCY|GOOD|6962|0
"202208"|JAKSEL|KAL|0|CATEGORY_LATENCY|VERY BAD|3|0
"202208"|JAKSEL|KAL|0|CATEGORY_LATENCY|VERY GOOD|8884|0
"202208"|JAKSEL|KBY|0|CATEGORY_LATENCY|UNKNOWN|17816|0
"202208"|JAKSEL|KBY|0|CATEGORY_LATENCY|ACCEPTABLE|3509|0
"202208"|JAKSEL|KBY|0|CATEGORY_LATENCY|BAD|388|0
"202208"|JAKSEL|KBY|0|CATEGORY_LATENCY|GOOD|8765|0
"202208"|JAKSEL|KBY|0|CATEGORY_LATENCY|VERY BAD|5|0
"202208"|JAKSEL|KBY|0|CATEGORY_LATENCY|VERY GOOD|9026|0
"202208"|JAKSEL|KMG|0|CATEGORY_LATENCY|UNKNOWN|6039|0
"202208"|JAKSEL|KMG|0|CATEGORY_LATENCY|ACCEPTABLE|1128|0
"202208"|JAKSEL|KMG|0|CATEGORY_LATENCY|BAD|116|0
"202208"|JAKSEL|KMG|0|CATEGORY_LATENCY|GOOD|2278|0
"202208"|JAKSEL|KMG|0|CATEGORY_LATENCY|VERY BAD|3|0
"202208"|JAKSEL|KMG|0|CATEGORY_LATENCY|VERY GOOD|1887|0
"202208"|JAKSEL|PSM|0|CATEGORY_LATENCY|UNKNOWN|10946|0
"202208"|JAKSEL|PSM|0|CATEGORY_LATENCY|ACCEPTABLE|4119|0
"202208"|JAKSEL|PSM|0|CATEGORY_LATENCY|BAD|501|0
"202208"|JAKSEL|PSM|0|CATEGORY_LATENCY|GOOD|9359|0
"202208"|JAKSEL|PSM|0|CATEGORY_LATENCY|VERY BAD|11|0
"202208"|JAKSEL|PSM|0|CATEGORY_LATENCY|VERY GOOD|6311|0
"202208"|JAKSEL|TBE|0|CATEGORY_LATENCY|UNKNOWN|33822|0
"202208"|JAKSEL|TBE|0|CATEGORY_LATENCY|ACCEPTABLE|7|0
"202208"|JAKSEL|TBE|0|CATEGORY_LATENCY|GOOD|36|0
"202208"|JAKSEL|TBE|0|CATEGORY_LATENCY|VERY GOOD|35|0
"202208"|JAKSEL|TNK|0|CATEGORY_LATENCY|UNKNOWN|4|0
"202208"|JAKTIM|CBB|0|CATEGORY_LATENCY|UNKNOWN|7753|0
"202208"|JAKTIM|CBB|0|CATEGORY_LATENCY|ACCEPTABLE|92|0
"202208"|JAKTIM|CBB|0|CATEGORY_LATENCY|BAD|9|0
"202208"|JAKTIM|CBB|0|CATEGORY_LATENCY|GOOD|231|0
"202208"|JAKTIM|CBB|0|CATEGORY_LATENCY|VERY GOOD|43|0
"202208"|JAKTIM|CWA|0|CATEGORY_LATENCY|UNKNOWN|34753|0
"202208"|JAKTIM|CWA|0|CATEGORY_LATENCY|ACCEPTABLE|17|0
"202208"|JAKTIM|CWA|0|CATEGORY_LATENCY|BAD|2|0
"202208"|JAKTIM|CWA|0|CATEGORY_LATENCY|GOOD|51|0
"202208"|JAKTIM|CWA|0|CATEGORY_LATENCY|VERY GOOD|42|0
"202208"|JAKTIM|GAN|0|CATEGORY_LATENCY|UNKNOWN|37605|0
"202208"|JAKTIM|GAN|0|CATEGORY_LATENCY|ACCEPTABLE|26|0
"202208"|JAKTIM|GAN|0|CATEGORY_LATENCY|BAD|2|0
"202208"|JAKTIM|GAN|0|CATEGORY_LATENCY|GOOD|106|0
"202208"|JAKTIM|GAN|0|CATEGORY_LATENCY|VERY GOOD|62|0
"202208"|JAKTIM|JTN|0|CATEGORY_LATENCY|UNKNOWN|12388|0
"202208"|JAKTIM|JTN|0|CATEGORY_LATENCY|ACCEPTABLE|5433|0
"202208"|JAKTIM|JTN|0|CATEGORY_LATENCY|BAD|833|0
"202208"|JAKTIM|JTN|0|CATEGORY_LATENCY|GOOD|12937|0
"202208"|JAKTIM|JTN|0|CATEGORY_LATENCY|VERY BAD|15|0
"202208"|JAKTIM|JTN|0|CATEGORY_LATENCY|VERY GOOD|6685|0
"202208"|JAKTIM|KLD|0|CATEGORY_LATENCY|UNKNOWN|15332|0
"202208"|JAKTIM|KLD|0|CATEGORY_LATENCY|ACCEPTABLE|4062|0
"202208"|JAKTIM|KLD|0|CATEGORY_LATENCY|BAD|618|0
"202208"|JAKTIM|KLD|0|CATEGORY_LATENCY|GOOD|9716|0
"202208"|JAKTIM|KLD|0|CATEGORY_LATENCY|VERY BAD|19|0
"202208"|JAKTIM|KLD|0|CATEGORY_LATENCY|VERY GOOD|5998|0
"202208"|JAKTIM|KRG|0|CATEGORY_LATENCY|UNKNOWN|9985|0
"202208"|JAKTIM|KRG|0|CATEGORY_LATENCY|ACCEPTABLE|5237|0
"202208"|JAKTIM|KRG|0|CATEGORY_LATENCY|BAD|650|0
"202208"|JAKTIM|KRG|0|CATEGORY_LATENCY|GOOD|14892|0
"202208"|JAKTIM|KRG|0|CATEGORY_LATENCY|VERY BAD|11|0
"202208"|JAKTIM|KRG|0|CATEGORY_LATENCY|VERY GOOD|10008|0
"202208"|JAKTIM|PDK|0|CATEGORY_LATENCY|UNKNOWN|8372|0
"202208"|JAKTIM|PDK|0|CATEGORY_LATENCY|ACCEPTABLE|2125|0
"202208"|JAKTIM|PDK|0|CATEGORY_LATENCY|BAD|310|0
"202208"|JAKTIM|PDK|0|CATEGORY_LATENCY|GOOD|5698|0
"202208"|JAKTIM|PDK|0|CATEGORY_LATENCY|VERY BAD|5|0
"202208"|JAKTIM|PDK|0|CATEGORY_LATENCY|VERY GOOD|3642|0
"202208"|JAKTIM|PGB|0|CATEGORY_LATENCY|UNKNOWN|5068|0
"202208"|JAKTIM|PGB|0|CATEGORY_LATENCY|ACCEPTABLE|2750|0
"202208"|JAKTIM|PGB|0|CATEGORY_LATENCY|BAD|456|0
"202208"|JAKTIM|PGB|0|CATEGORY_LATENCY|GOOD|6621|0
"202208"|JAKTIM|PGB|0|CATEGORY_LATENCY|VERY BAD|12|0
"202208"|JAKTIM|PGB|0|CATEGORY_LATENCY|VERY GOOD|3106|0
